,Training RMSE,Testing RMSE,Training R-squared,Testing R-squared
0,591.6584942943224,1593.2843683738672,0.9767278524529585,0.8262644858106536
,Training RMSE,Testing RMSE,Training R-squared,Testing R-squared
0,592.4590167597918,1528.8264099088838,0.9746108955400508,0.8463915420603839
,Training RMSE,Testing RMSE,Training R-squared,Testing R-squared
0,591.6584942943224,1593.2843683738672,0.9767278524529585,0.8262644858106536
,Training RMSE,Testing RMSE,Training R-squared,Testing R-squared
0,698.8076482792359,1833.6372570623334,0.9660954957442783,0.7637926771051978
